0,1,2,3
444355500017,PLOS ONE,The vacuolar-type ATPase inhibitor archazolid increases tumor cell adhesion to endothelial cells by accumulating extracellular collagen,"The vacuolar-type H+-ATPase (v-ATPase) is the major proton pump that acidifies intracellular compartments of eukaryotic cells. Since the inhibition of v-ATPase resulted in anti-tumor and anti-metastatic effects in different tumor models, this enzyme has emerged as promising strategy against cancer. Here, we used the well-established v-ATPase inhibitor archazolid, a natural product first isolated from the myxobacterium Archangium gephyra, to study the consequences of v-ATPase inhibition in endothelial cells (ECs), in particular on the interaction between ECs and cancer cells, which has been neglected so far. Human endothelial cells treated with archazolid showed an increased adhesion of tumor cells, whereas the transendothelial migration of tumor cells was reduced. The adhesion process was independent from the EC adhesion molecules ICAM-1, VCAM-1, E-selectin and N-cadherin. Instead, the adhesion was mediated by beta 1-integrins expressed on tumor cells, as blocking of the integrin beta 1 subunit reversed this process. Tumor cells preferentially adhered to the beta 1-integrin ligand collagen and archazolid led to an increase in the amount of collagen on the surface of ECs. The accumulation of collagen was accompanied by a strong decrease of the expression and activity of the protease cathepsin B. Overexpression of cathepsin B in ECs prevented the capability of archazolid to increase the adhesion of tumor cells onto ECs. Our study demonstrates that the inhibition of v-ATPase by archazolid induces a pro-adhesive phenotype in endothelial cells that promotes their interaction with cancer cells, whereas the transmigration of tumor cells was reduced. These findings further support archazolid as a promising anti-metastatic compound."
457816700017,JOURNAL OF TOXICOLOGICAL SCIENCES,"The performance of an in vitro skin sensitisation test, IL-8 Luc assay (OECD442E), and the integrated approach with direct peptide reactive assay (DPRA)","In all current in vitro skin sensitisation assays, DMSO is used to dissolve water-insoluble chemicals. However, our previous study suggested the superiority of the modified IL-8 Luc assay (mIL-8 Luc), in which X-VIVO (TM) 15 is used to dissolve chemicals, over the original assay using DMSO (oIL-8 Luc). In this study, to confirm the superiority of the mIL-8 Luc, we first increased the number of chemicals examined and demonstrated the superiority of the mIL-8 Luc, in which the mIL-8 Luc provided 87.6% of sensitivity, 74.2% of specificity, and 84.6% of accuracy. Next, to clarify the cause of false negative judgment by the mIL-8 Luc, we examined the effects of physical properties of chemicals on judgment. The results demonstrated that high molecular weight, high LogKo/w, or poor water solubility, did not cause false negative judgment. When it was accepted as an OECD test guideline, the criteria of the mIL-8 Luc to determine sensitisers were modified to further decrease false negative judgment by poor solubility. By applying the new criteria, the test guideline IL-8 Luc assay (tgIL-8 Luc) improved sensitivity but decreased specificity and increased the number of chemicals that cannot be judged. To overcome this problem, we examined a simple combination of the tgIL-8 Luc with direct peptide reactive assay (DPRA), which could improve specificity and decrease the number of the chemicals that cannot be judged. These data suggest that the tgIL-8 Luc is a promising in vitro skin sensitisation assay in combination with other in vitro or in chemico methods."
432769900005,MATERIALS RESEARCH BULLETIN,On the photoluminescence of InBO3 and TbBO3 doped by Eu3+ and Ce3+,"This work concerns ortho-borates according to the compositions InBO3:Eu3+, InBO3:Eu3+,Tb3+, and InBO3:Eu3+,Tb3+,Ce3+. All samples were investigated with respect to their structure type and spectroscopic properties. It turned out that InBO3 changes its crystal structure from calcite to high temperature vaterite by the incorporation of Eu3+ or Tb3+. At the same time, novel excitation bands arise caused by optical transitions originating from the presence of Eu3 + or Tb3+. The intensity of the D-5(0) -> F-7(2) transition of Eu3+ is enhanced due to the change of the crystal system. Doping Ce3+ into TbBO3:Eu3+ results in a complete change of the absorption spectra caused by the 4f-5d transition of Ce3+. These findings open up the possibility to employ the energy transfer chain Ce3+ -> Tb3+ -> Eu3+. Even though a metal-to-metal CT between Ce3+ and Eu3+ is well known to quench the photoluminescence of Eu3+, we found a quantum yield of about 50%."
428917900012,JOURNAL OF MEDICAL ETHICS,The disvalue of death in the global burden of disease,"In the Global Burden of Disease study, disease burden is measured as disability-adjusted life years (DALYs). The paramount assumption of the DALY is that it makes sense to aggregate years lived with disability (YLDs) and years of life lost (YLLs). However, this is not smooth sailing. Whereas morbidity (YLD) is something that happens to an individual, loss of life itself (YLL) occurs when that individual's life has ended. YLLs quantify something that involves no experience and does not take place among living individuals. This casts doubt on whether the YLL is an individual burden at all. If not, then YLDs and YLLs are incommensurable. There are at least three responses to this problem, only one of which is tenable: a counterfactual account of harm. Taking this strategy necessitates a re-examination of how we count YLLs, particularly at the beginning of life."
445914700027,HEART RHYTHM,Assessing the accuracy of an automated atrial fibrillation detection algorithm using smartphone technology: The iREAD Study,"BACKGROUND The Kardia Mobile Cardiac Monitor (KMCM) detects atrial fibrillation (AF) via a handheld cardiac rhythm recorder and AF detection algorithm. The algorithm operates within predefined parameters to provide a ""normal"" or ""possible atrial fibrillation detected"" interpretation; outside of these parameters, an ""unclassified"" rhythm is reported. The system has been increasingly used, but its performance has not been independently tested. OBJECTIVE The objective of this study was to evaluate whether the KMCM system can accurately detect AF. METHODS A single-center, adjudicator-blinded case series of 52 consecutive patients with AF admitted for antiarrhythmic drug initiation were enrolled. Serial 12-lead electrocardiograms (ECGs) and nearly simultaneously acquired KMCM recordings were obtained. RESULTS There were 225 nearly simultaneously acquired KMCM and ECG recordings across 52 enrolled patients (mean age 68 years; 67% male). After exclusion of unclassified recordings, the KMCM automated algorithm interpretation had 96.6% sensitivity and 94.1% specificity for AF detection as compared with physician-interpreted ECGs, with a kappa coefficient of 0.89. Physician-interpreted KMCM recordings had 100% sensitivity and 89.2% specificity for AF detection as compared with physician-interpreted ECGs, with a kappa coefficient of 0.85. Sixty-two recordings (27.6%) were unclassified by the KMCM algorithm. In these instances, physician interpretation of KMCM recordings had 100% sensitivity and 79.5% specificity for AF detection as compared with 12-lead ECG interpretation, with a kappa coefficient of 0.71. CONCLUSION The KMCM system provides sensitive and specific AF detection relative to 12-lead ECGs when an automated interpretation is provided. Direct physician review of KMCM recordings can enhance diagnostic yield, especially for unclassified recordings."
432014600004,JOURNAL OF MANAGEMENT STUDIES,Picking the Measuring Stick: The Role of Leaders in Social Comparisons,"Organizational members frequently evaluate how their abilities and standing compare with those of their colleagues. Although these comparisons can have a negative impact on organizations, little attention has been paid to the role of leaders in these processes. Drawing on interviews with individuals in leadership positions in business schools, we develop a framework to explain what triggers leaders' attention to social comparisons among faculty and how they become involved in them. Central to this framework are leaders' self-schemas, which encompass their preferences about the criteria members should use in making comparisons. Leaders' self-schemas are activated by discrepancies between their own comparative judgements and those they perceive members to be making and impel them to act in ways consistent with their preferred bases of comparison. Our framework repositions social comparisons as a multi-perspectival, political phenomenon in which leaders see themselves as playing a role in shaping members' evaluations and workplace interactions."
429232600011,TECHNICAL PHYSICS,"Titanium Melting Curve: Data Consistency Assessment, Problems and Achievements","Experimental data for the thermodynamic properties of titanium on the melting curve in the pressure range from atmospheric value to 90 GPa are analyzed and brought into correspondence. The problems that have been considered are (i) the lack of data for the solid beta-phase density near the normal melting point and (ii) the formation probability of a triple point on the melting curve for the coexisting beta-, omega-, and liquid phases of titanium. To estimate the change of the volume upon melting 3d elements from Mendeleev's periodic system, a correlation between the change of the volume, Delta V (m) , and the change of the entropy, Delta S (m) , on the melting curve at atmospheric pressure is suggested and effectively used."
433918200009,OPEN CHEMISTRY,Validated thin-layer chromatographic method for alternative and simultaneous determination of two anti-gout agents in their fixed dose combinations,"A rapid, simple and sensitive thin-layer chromatography (TLC) spectrodensitometric method was developed for the simultaneous determination of colchicine and probenecid in their binary mixtures. The two drugs were quantitatively separated using silica gel 60 F-254 as stationary phase and toluene-ethyl acetate-methanol-ammonia (30:20:20:0.1, v/v/v/v) as mobile phase with UV detection at 248 nm for both drugs and at 354 nm for colchicine alone. Both drugs were efficiently separated with R-f values of 0.33 +/- 0.03 and 0.60 +/- 0.03 for probenecid and colchicine, respectively. The linearity was found to be 16-320 and 120-2400 (ng/band) with quantitation limits of 17.59 and 225.82 ng/band for colchicine and probenecid, respectively, at 248 nm. At 354 nm, the linearity range of colchicine was found 16-240 ng/band with a quantitation limit of 54.03 ng/band. The experimental determination ranges were greatly extended with lower quantitation limits (15.60 and 116.13 ng/band for colchicine and probenecid, respectively at 248 nm, and 13.20 for colchicine at 354 nm) and correlation coefficients were improved when polynomial regression analysis was used. The quadratic model was found to be the best fit for all responses. The method has been validated according to the International Conference on Harmonization (ICH) guidelines providing good correlation coefficients (0.9997-0.9999) for both drugs, and it has been successfully applied in the determination of both drugs in their commercial dosage form without interference from excipients."
451765500014,RUSSIAN CHEMICAL BULLETIN,"Condensation of 5-hydroxy-2-methyl-4H-pyran-4-one with arylglyoxals. Synthesis and properties of 2-aryl-1-(3-hydroxy-6-methyl-4-oxo-4H-pyran-2-yl)ethane-1,2-diones","A convenient method was developed for the synthesis of previously unknown 1,2-diketones, based on the condensation of 5-hydroxy-2-methyl-4H-pyran-4-one with arylglyoxals. The study demonstrated the possibility of using these compounds to synthesize nitrogen-containing hetero cyclic systems bearing the 3-hydroxypyran-4-one moiety."
433553800005,AMERICAN JOURNAL OF INTERNATIONAL LAW,KHLAIFIA AND OTHERS V. ITALY.,
426493300011,BIOTECHNOLOGY AND BIOENGINEERING,Manipulation of the sodium-potassium ratio as a lever for controlling cell growth and improving cell specific productivity in perfusion CHO cell cultures,"Perfusion processes typically require removal of a continuous or semi-continuous volume of cell culture in order to maintain a desired target cell density. For fast growing cell lines, the product loss from this stream can be upwards of 35%, significantly reducing the overall process yield. As volume removed is directly proportional to cell growth, the ability to modulate growth during perfusion cell culture production thus becomes crucial. Leveraging existing media components to achieve such control without introducing additional supplements is most desirable because it decreases process complexity and eliminates safety and clearance concerns. Here, the impact of extracellular concentrations of sodium (Na) and potassium (K) on cell growth and productivity is explored. High throughput small-scale models of perfusion revealed Na:K ratios below 1 can significantly suppress cell growth by inducing cell cycle arrest in the G0/1 phase. A concomitant increase in cell specific productivity was also observed, reaching as high as 115pg/cell/day for one cell line studied. Multiple recombinant Chinese hamster ovary (CHO) cell lines demonstrated similar responses to lower Na:K media, indicating the universal applicability of such an approach. Product quality attributes were also assessed and revealed that effects were cell line specific, and can be acceptable or manageable depending on the phase of the drug development. Drastically altering Na and K levels in perfusion media as a lever to impact cell growth and productivity is proposed."
443149000048,IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,The Bounded Phase Property of the Time-Reversal Current Transfer Function for the Locations of Longitudinal Defects in Transmission Lines,"This paper analytically demonstrates that the hounded phase property of the voltage transfer function developed by Codino for the electromagnetic time-reversal method in unmatched media is also valid for the time-reversal current transfer function used as an estimator of the location along the line of soft defects with defect impedance different from zero. Few examples are proposed ranging from medium-voltage power lines to high-speed interconnects, which demonstrate the accuracy and scalability of the method."
451624700007,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,Spectrum Sharing Planning for Full-Duplex UAV Relaying Systems With Underlaid D2D Communications,"In this paper, we consider the spectrum sharing planning problem for a full-duplex unmanned aerial vehicle (UAV) relaying systems with underlaid device-to-device (D2D) communications, where a mobile UAV employed as a full-duplex relay assists the communication link between separated nodes without direct link. Our design aims to maximize the sum throughput under the transmit power budget, while guaranteeing the coexistence with terrestrial D2D pairs, satisfying the information causality and UAV's trajectory constraints. First, the transmit power planning with a given trajectory is investigated, where a successive convex algorithm is developed by leveraging the D.C. (difference of two convex) programming. Then, we propose a two-step trajectory design method for the given transmit power since the constraints of D2D pairs result in a nonconvex feasible set. Furthermore, an efficient spectrum sharing method for an aerial UAV and terrestrial D2D communications is designed by alternately optimizing the transmit power and UAV's trajectory. Finally, simulation results under various parameter configurations are provided to show the effectiveness of the proposed algorithms."
425205400010,WATER RESEARCH,Trace organic contaminant rejection by aquaporin forward osmosis membrane: Transport mechanisms and membrane stability,"We investigated transport mechanisms of trace organic contaminants (TrOCs) through aquaporin thin-film composite forward osmosis (FO) membrane, and membrane stability under extreme conditions with respect to TrOC rejections. Morphology and surface chemistry of the aquaporin membrane were characterised to identify the incorporation of aquaporin vesicles into membrane active layer. Pore hindrance model was used to estimate aquaporin membrane pore size as well as to describe TrOC transport. TrOC transport mechanisms were revealed by varying concentration and type of draw solutions. Experimental results showed that mechanism of TrOC transport through aquaporin-embedded FO membrane was dominated by solution-diffusion mechanism. Non-ionic TrOC rejections were molecular weight dependent, suggesting steric hindrance mechanisms. On the other hand, ionic TrOC rejections were less sensitive to molecular size, indicating electrostatic interaction. TrOC transport through aquaporin membrane was also subjected to retarded forward diffusion where reverse draw solute flux could hinder the forward diffusion of feed TrOC solutes, reducing their permeation through the FO membrane. Aquaporin membrane stability was demonstrated by either heat treatment or ethanol solvent challenges. Thermal stability of the aquaporin membrane was manifested as a relatively unchanged TrOC rejection before and after the heat treatment challenge test. By contrast, ethanol solvent challenge resulted in a decrease in TrOC rejection, which was evident by the disappearance of the lipid tail of the aquaporin vesicles from infrared spectrum and a notable decrease in the membrane pore size. (C) 2018 Elsevier Ltd. All rights reserved."
428202900004,BYZANTINISCHE ZEITSCHRIFT,Decoding Byzantine ekphraseis on works of art. Constantine Manasses's description of earth and its audience,"The study deals with ekphraseis on works of art and poses the question as to how far these texts can be a reliable source for the study or even the reconstruction of the artefacts they describe. Based on reception theory and reader-response criticism, in the paper is proposed that as every text, byzantine ekphraseis on artworks presuppose an audience or readership, i.e. the one the author had in mind and on the basis of which he encoded his message. In order to decode this message and by extension to extract any information about the described works of art we must aim to discover their ""intended reader"", and identify his or her ""horizon of expectations. This proposal is tested in the study of a well known piece of this kind, Manasses's description of a mosaic floor with a depiction of Earth. The author's dialogue with the earlier tradition of ekphraseis, his readership's ""horizon of expectations"" combined with historical facts, allow us to suppose that Manasses is describing a composition with Xenia scenes and an asarotos motif (unswept floor) created in the early byzantine period and preserved in the Great Palace of Constantinople up to the twelfth century."
434107600038,DIABETES RESEARCH AND CLINICAL PRACTICE,"Comparison of liraglutide plus basal insulin and basal-bolus insulin therapy (BBIT) for glycemic control, body weight stability, and treatment satisfaction in patients treated using BBIT for type 2 diabetes without severe insulin deficiency: A randomized prospective pilot study","Aims: We examined whether 0.9 mg/day liraglutide plus basal insulin (Lira-basal) is superior to basal-bolus insulin therapy (BBIT) for type 2 diabetes (T2DM) without severe insulin deficiency as determined by glucagon stimulation. Methods: Fifty patients receiving BBIT were enrolled in this 24-week, prospective, randomized, open-labeled study. After excluding subjects with fasting C-peptide immunoreactivity (CPR) <1.0 ng/mL and CPR increase <1.0 ng/mL at 6 min post glucagon injection, 25 were randomly allocated to receive Lira-basal (n = 12) or continued BBIT (n = 13). Primary end-point was change in HbAlc. Secondary endpoints were changes in body weight (BW), 7-point self-monitored blood glucose (SMBG), and Diabetes Treatment Satisfaction Questionnaire status (DTSQs) scores. Result: The Lira-basal group demonstrated reduced HbAlc, whereas the BBIT group showed no change. BW was reduced in the Lira-basal group but increased in the BBIT group. The Lira-basal group also exhibited significantly reduced pre-breakfast and pre-lunch SMBG. DTSQs scores improved in the Lira-basal group but not the BBIT group. Plasma lipids, liver function, and kidney function were not significantly changed in either group. Conclusions: Lira-basal therapy is superior to BBIT for T2DM without severe insulin deficiency. (C) 2018 The Authors Published by Elsevier B.V."
443589300002,INTERNATIONAL JOURNAL OF MEDICAL ROBOTICS AND COMPUTER ASSISTED SURGERY,A robotic suture-passing device for possible use in SILS and NOTES,"BackgroundNatural orifice transluminal endoscopic (NOTES) and single incisional laparoscopic surgeries (SILS) have been gaining importance over the last two decades. Due to improper instrumentation, small workspace and the imperceptibility of body structures, suturing and knot-tying are difficult to perform in both. MethodsAn intracorporeal suture-passing device with two manipulator arms is proposed that automatically passes the suture around ducts of up to 7mm diameter, without additional manipulation of any other surgical instrument, and it can be deployed through a trocar of 3mm inner diameter. ResultsThe working mechanism was validated by 15 trials, where passing the suture around a phantom tube was tested, and the operating time measured as (34.554.55) seconds. ConclusionsSuturing and knotting in SILS and NOTES are currently challenging techniques, but the proposed device enables the suture to be automatically passed around ducts. It is expected that clinical evaluations of future prototypes will further confirm the efficacy of the device."
441933400007,INTERNATIONAL JOURNAL OF EARTH SCIENCES,Crustal and uppermost mantle S-wave velocity below the East European Craton in northern Poland from the inversion of ambient-noise records,"The P-wave velocities (V (p)) within the East European Craton in Poland are well known through several seismic experiments which permitted to build a high-resolution 3D model down to 60 km depth. However, these seismic data do not provide sufficient information about the S-wave velocities (V (s)). For this reason, this paper presents the values of lithospheric V (s) and P-wave-to-S-wave velocity ratios (V (p)/V (s)) calculated from the ambient noise recorded during 2014 at ""13 BB star"" seismic array (13 stations, 78 midpoints) located in northern Poland. The 3D V (p) model in the area of the array consists of six sedimentary layers having total thickness within 3-7 km and V (p) in the range 1.85.3 km/s, a three-layer crystalline crust of total thickness similar to 40 km and V (p) within 6.15-7.15 km/s, and the uppermost mantle, where V (p) is about 8.25 km/s. The V (s) and V (p)/V (s) values are calculated by the inversion of the surface-wave dispersion curves extracted from the noise cross correlation between all the station pairs. Due to the strong velocity differences among the layers, several modes are recognized in the 0.021 Hz frequency band: therefore, multimodal Monte Carlo inversions are applied. The calculated V (s) and V (p)/V (s) values in the sedimentary cover range within 0.992.66 km/s and 1.751.97 as expected. In the upper crust, the V (s) value (3.48 +/- 0.10 km/s) is very low compared to the starting value of 3.75 +/- 0.10 km/s. Consequently, the V (p)/V (s) value is very large (1.81 +/- 0.03). To explain that the calculated values are compared with the ones for other old cratonic areas."
434003300022,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"Let's HPC: A web-based platform to aid parallel, distributed and high performance computing education","Let's HPC (www.letshpc.org) is an evolving open-access web-based platform to supplement conventional classroom oriented High Performance Computing (HPC) and Parallel & Distributed Computing (PDC) education. This platform has been developed to allow users to learn, evaluate, teach and see the performance of parallel algorithms from a system's viewpoint. The Let's HPC platform's motivation comes from the experiences of teaching HPC/PDC courses and it is designed to help streamline the process of analyzing parallel programs. At the heart of this platform is a database archiving the performance and execution environment related data of standard parallel algorithm implementations run on different computing architectures using different programming environments. The online plotting and analysis tools of our platform can be combined seamlessly with the database to aid self-learning, teaching, evaluation and discussion of different HPC related topics, with a particular focus on a holistic system's perspective. The user can quantitatively compare and understand the importance of numerous deterministic as well as non deterministic factors of both the software and the hardware that impact the performance of parallel programs. Instructors of HPC/PDC related courses can use the platform's tools to illustrate the importance of proper data collection and analysis in understanding factors impacting performance as well as to encourage peer learning among students. Scripts are provided for automatically collecting performance related data, which can then be analyzed using the platform's tools. The platform also allows students to prepare a standard lab/project report aiding the instructor in uniform evaluation. The platform's modular design enables easy inclusion of performance related data from contributors as well as addition of new features in the future. This paper summarizes the background and motivation behind the Let's HPC project, the design philosophy of the platform, the present capabilities of the platform, as well as the plans for future developments. (C) 2018 Elsevier Inc. All rights reserved."
450079400003,JOURNAL OF MANAGERIAL PSYCHOLOGY,Always available - the role of perceived advantages and legitimacy,"Purpose Studies have shown that availability for work during non-work hours can impair well-being. However, there are significant inter-individual differences regarding these effects. Referring to the effort-reward-imbalance model and the stress-as-offense-to-self model, the purpose of this paper is to investigate the role that perceived advantages as well as the illegitimacy of extended availability plays in explaining the inter-individual differences. Design/methodology/approach A total of 310 participants completed an online questionnaire that measured extended availability, illegitimacy of extended availability, advantages of availability and two strain indicators. The authors conducted regression analyses to analyze the effects of extended availability on strain and the moderating role of perceived illegitimacy and advantages of extended availability. Findings Extended availability and - beyond this effect - perceived illegitimacy of extended availability were positively correlated with strain, whereas perceived advantages showed the opposite effect. Furthermore, perceived advantages had a moderating effect in that high advantages buffered the detrimental effects of extended availability. Research limitations/implications The results are based on cross-sectional data. However, the findings confirm previous research indicating that the detrimental effects of extended availability are dependent on specific boundary conditions. In this study, the authors provided evidence for the moderating effect of perceived advantages regarding extended availability. Practical implications The results provided indications to designing availability in a risk-reducing way by accounting for boundary conditions that may increase or decrease the detrimental effects. Originality/value By focusing on perceived illegitimacy and flexibility advantages as boundary conditions for the effects of extended availability, the study introduces two established concepts into the research on increasingly flexible work-home boundaries."
443618100078,REMOTE SENSING,Ocean Wave Measurement Using Short-Range K-Band Narrow Beam Continuous Wave Radar,"We describe a technique to measure ocean wave period, height and direction. The technique is based on the characteristics of transmission and backscattering of short-range K-band narrow beam continuous wave radar at the sea surface. The short-range K-band radar transmits and receives continuous signals close to the sea surface at a low-grazing angle. By sensing the motions of a dominant facet at the sea surface that strongly scatters signals back and is located directly in front of the radar, the wave orbital velocity can be measured from the Doppler shift of the received radar signal. The period, height and direction of ocean wave are determined from the relationships among wave orbital velocity, ocean wave characteristics and the Doppler shift. Numerical simulations were performed to validate that the dominant facet exists and ocean waves are measured by sensing its motion. Validation experiments were conducted in a wave tank to verify the feasibility of the proposed ocean wave measurement method. The results of simulations and experiments demonstrate the effectiveness of the short-range K-band narrow beam continuous wave radar for the measurement of ocean waves."
430033200011,SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,Impact of grain sizes on the quantitative concrete analysis using laser-induced breakdown spectroscopy,"In civil engineering concrete is the most used building material for making infrastructures like bridges and parking decks worldwide. It is as a porous and multiphase material made of aggregates with a defined grain size distribution, cement and water as well as different additives and admixtures depending on the application. Different grain sizes are important to ensure the needed density and compressive strength. The resulting porous cement matrix contains a mixture of flour grains (aggregates with a grain size below 125 mu m) and cement particles (particle size approximate to 50 mu m). Harmful species like chlorides may penetrate together with water through the capillary pore space and may trigger different damage processes. The damage assessment of concrete structures in Germany is estimated due to the quantification of harmful elements regarding to the cement content only. In the evaluation of concrete using LIBS a two-dimensional scanning is necessary to consider the heterogeneity caused by the aggregates. Therefore, a LIBS system operating with a low energy NdCr:YAG laser, a pulse energy of 3 mJ, a wavelength of 1064 nm, a pulse width of 1.5 ns and a repetition rate of 100Hz has been used. Different Czerny-Turner spectrometers with CCD detectors in the UV and NIR range have been used for the detection. Large aggregates (macro-heterogeneity) can be excluded from the evaluation, whereas small aggregates in the range of the laser spot size (flour grains) cannot be spatially resolved. In this work the micro heterogeneity caused by flour grains and their impact on the quantification with LIBS will be discussed. To analyze the effect of changing grain sizes and ratios, the ablation behavior has been determined and compared. Samples with defined grain sizes were made and analyzed using LIBS. The grain size distributions were analyzed with laser diffraction (LDA). (C) 2018 Elsevier B.V. All rights reserved."
425329000001,COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION,A new Hysteretic Nonlinear Energy Sink (HNES),"The behavior of a new Hysteretic Nonlinear Energy Sink (HNES) coupled to a linear primary oscillator is investigated in shock mitigation. Apart from a small mass and a nonlinear elastic spring of the Duffing oscillator, the HNES is also comprised of a purely hysteretic and a linear elastic spring of potentially negative stiffness, connected in parallel. The Bouc-Wen model is used to describe the force produced by both the purely hysteretic and linear elastic springs. Coupling the primary oscillator with the HNES, three nonlinear equations of motion are derived in terms of the two displacements and the dimensionless hysteretic variable, which are integrated numerically using the analog equation method. The performance of the HNES is examined by quantifying the percentage of the initially induced energy in the primary system that is passively transferred and dissipated by the HNES. Remarkable results are achieved for a wide range of initial input energies. The great performance of the HNES is mostly evidenced when the linear spring stiffness takes on negative values. (c) 2018 Elsevier B.V. All rights reserved."
446595700002,MITOCHONDRIAL DNA PART B-RESOURCES,The complete mitochondrial genome sequence of Halichoeres nigrescens (Labriformes: Labridae),"The complete mitochondrial genome of marine fish Halichoeres nigrescens was sequenced by the high-throughput sequencing method. The genome is 17,252 bp in length, consisting of 13 protein-coding genes, 22 tRNA genes, two rRNA genes and one large non-coding region. The gene arrangement of Halichoeres nigrescens is identical to that of common fishes. Phylogenetic tree based on 13 protein-coding genes shows that Halichoeres nigrescens has a closer phylogenetic relationship to Macropharyngodon negrosensis than to Halichoeres hartzfeldii."
441211600058,JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,The seasonal detection of AcSBV (Apis cerana sacbrood virus) prevalence in Taiwan,"The epizootic disease caused by Apis cerana sacbrood virus (AcSBV) occurred in Eastern hive bee, A. cerana, since 2015 in Taiwan. A large-scale survey of this disease from September and December 2016 in Taiwan was per. formed including symptom check and molecular identification in honey bees of A. cerana hives and several A. mellifera hives, which were co-cultured with A. cerana. Based on the nucleotide sequences of partial VP1, the phylogenetic analysis with those of the known AcSBV isolates revealed that most of AcSBV isolates from Taiwan were closely relative to SBV-FZ and -JL isolates from China, whereas only one sample (N15-5-1) was in a distinct cluster, which was closely relative to SBV-LN from China too. The AcSBV prevalence was occurring in A. cerana hives in most areas of Taiwan except for those in Hualien and Pingtung Counties in Taiwan. Notably, the AcSBV prevalence rate showed the temporal increase from 47.1% to 69.6% within 4 months. In addition, 37.5% of AcSBV prevalence rate was found in A. mellifera hives. It showed that A. mellifera was also susceptible to AcSBV infection. The present results would provide the information on the epidemiology and for prospective research."
445668900022,JOURNAL OF LUMINESCENCE,Photon energy (8-250 keV) response of optically stimulated luminescence: Implications for luminescence geochronology,"Understanding the energy response of dosimeters and scintillators for measurements of ionising radiation is an important area in the field of solid state dosimetry. Such an understanding is particularly critical for source calibration and for quantifying effective dose (rates) in wide-energy mixed-radiation fields. While there have been several investigations on characterising the ionising-energy response of artificial dosimeters (e.g. LiF, Al2O3:C, etc.), there exist no studies on natural dosimeters such as quartz and feldspar which are extensively used in luminescence geochronology and retrospective dosimetry. Currently, luminescence geochronology assumes that all beta and gamma irradiations in nature (from the decay of K, the U and Th radioactive chains) are equivalent in terms of luminescence production per unit dose to each other, and to the laboratory Cs-137, Co-60 (gamma) and Sr-90/Y-90 (beta) irradiations used for calibration and/or equivalent dose determination. In this study, we experimentally determine the quartz Optically Stimulated Luminescence (OSL) and feldspar Infra-Red Stimulated Luminescence (IRSL: IRSL at 50 degrees C and post-IR IRSL at 290 degrees C) response to irradiations with photons of in the energy range 8-250 keV. We show that microdosimetric effects lead to a steady, significant decrease in quartz OSL production efficiency for < 80 keV photons. Similar to quartz, the local saturation of the electron traps also leads to a systematic decrease in luminescence efficiency for < 120 keV photons in feldspar; however, this effect competes with an increase in recombination efficiency due an increased number density of hole centres in the vicinity of the trap, thus giving a peak-shaped IRSL efficiency response in the range of 250-8 keV. Our results suggest that dose-rate conversion factors, specific to radiation type and radioisotope, should be used for age calculation, and significant care should be taken for luminescence based calibration of the dose rate of the laboratory irradiation source."
